sampID	pop	.sample.id	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10
LP_24-00924	LP	40	-0.12314111933928899	0.322181114400951	-0.1555896089747072	-0.19236970639466766	0.05209542710049622	-0.02535520838983349	0.014714930394112286	0.06253950396196462	-0.030431406862032995	-0.02075342551552008
LP_24-00925	LP	41	0.024802354899300612	0.022349551970708908	0.04064984747713294	-0.016855268965076137	-0.032142737707814575	0.010690081421466435	-0.011352363620257322	-0.04479923505401684	2.0159773998729147e-4	-0.030266569336669165
LP_24-00926	LP	42	-0.00897664443453134	0.0940620933489219	0.022674854112220744	0.1619250722033641	-0.10693430548124844	0.20240067547762453	0.15342823382266804	-0.2636011910246937	-0.4197266887593437	0.027629093604976444
LP_24-00927	LP	43	0.042577699653966516	-0.023223350751650676	-0.03739918634979994	-0.0940759881296517	-0.08083113417990836	-0.04288312020992413	0.09782208976092527	0.15860104624338373	-0.03801364574700789	-0.07316387471794192
LP_24-00928	LP	44	0.002726682799249928	0.028759621757022673	0.06175183925277378	-0.03197669469252178	-0.0536549343715554	-0.002137822605941808	0.010843889711206992	0.005190133384155353	0.019390040160864278	0.07942421988772769
LP_24-00929	LP	45	0.023178437278451473	0.07555795227743412	0.01485534458709593	-0.02261036605123749	0.0021978432310402335	0.06305692427270199	-0.056911637030334083	0.011890524322206303	0.05708736598696662	-0.02304847705000511
LP_24-00930	LP	46	-0.2759723180386394	0.640569791641598	-0.2898027608779773	-0.35903336933991076	0.06978718349116628	-0.041044742378293475	0.0049421611887013606	0.06704629478457722	-0.08005613015360744	-0.032132695607476086
LP_24-00969	LP	47	-0.06892004499589274	-0.0811542585214247	0.1689554520605873	-0.24920844432060457	0.11023863205601031	0.19543386830158332	-0.032484442441653744	-0.13822361073743578	0.07179804735050196	0.08396555945284659
LP_24-00970	LP	48	-0.20701912570128347	-0.24926955546150692	0.16455723452206442	-0.34302658543190634	0.14553269113466846	0.234635603480094	-0.0035634737571123096	-0.1144880120957506	0.005987653997869951	0.0014553745582876407
LP_24-00971	LP	49	-0.6104837202834078	-0.3106910415983497	0.10223764188359531	-0.15231772125046153	0.06678112854051185	0.07389003716788947	0.06836185918716987	0.06845529757585106	-0.1141848775443654	-0.05708753955277991
LP_24-00972	LP	50	-0.057700250418474895	0.08083645048425143	-0.011674465418060638	0.0889912572982838	0.009682963433226595	0.060753468994374726	0.2655170514567833	-0.2807326510132987	0.39560952100128466	-0.12351689588147176
LP_24-00973	LP	51	-0.027797150161661482	0.008619735707862562	0.01543535611569607	0.05396642010858285	0.02663558871109145	-0.0706066393440942	0.17177490832449727	0.0788263933240542	-0.04166552814692933	-0.08929886293034059
LP_24-00974	LP	52	0.026266262315689244	-0.03814934938511645	0.016945852963339062	-0.06548145183831854	-0.09112117673981193	-0.15780354721584566	-0.2588456457364099	-0.17929423192698657	-0.06027807816684088	-0.5046820943562332
LP_24-00975	LP	53	0.017049670865582522	0.003133924687546326	0.014062629445711948	-0.050212011220890515	-0.09214455354789522	-0.07043251224821472	-0.20363670581196094	-0.04116109307495116	-0.03189704485473416	0.08351109748918009
LP_24-00976	LP	54	-0.024124836932245937	0.027857093284466717	0.039865181802269244	0.016574247827215557	-0.005499030161348768	0.011795751355243661	-0.026625440669949794	-0.10030080739890646	0.02822395936306007	0.09036479078117557
LP_24-00977	LP	55	-0.010781560102970508	0.012272353136000898	0.026196264783733488	0.03768666410446328	-0.08050412902544421	-0.05861542056526291	0.0028312599192088523	0.018551391953314473	0.022095744681876035	0.12181450184692347
LP_24-00978	LP	56	-0.12858754586838136	-0.1394374037004352	0.06740309962911051	-0.17727612401726348	0.04872712643990376	0.09359292490990058	-0.023456394908778343	-0.07206083404324097	0.009812998472755683	-0.005536164966425542
LP_24-00979	LP	57	-0.01346144066301462	-0.006312392381574952	-0.002836112728137015	0.04687198660330883	-0.09028440108344991	-0.06189485733303185	-0.03630864015109227	-0.0015779510485518893	0.027307410278553768	0.014225582019040468
LP_24-00980	LP	58	0.0021555474265500902	0.013754004138649878	0.002278968236490096	0.019231244702159308	-0.021272075163728907	0.0147849438855411	0.02401823150436288	-0.048925208243108545	0.06458687354316082	0.00913870762108999
LP_24-00981	LP	59	-0.11712662927396016	-0.08916819719209393	0.03368640024706479	0.04016544790590019	-0.02219874560968765	-0.05489911414813167	0.09289649896335027	0.08058843365510195	-0.04242456134061185	0.0177282049873077
LP_24-00982	LP	60	-0.01267232876433963	-0.0075644238622359136	0.0016180719986038951	0.04117096942939741	-0.10587487359051062	-0.08611182445466531	-0.045697103549098395	0.009236698270508485	-0.0019819680401214415	-0.01562163277247893
LP_24-00983	LP	61	-0.030853938243533306	0.011534793714096745	0.030368465483618812	0.1145515012563783	-0.07850355085303089	-0.09928161543035235	-0.09144375997350193	-0.016172629404775676	-0.026507390537890384	0.08153976165305574
